# x
-1.000000000000000000e+00 0.000000000000000000e+00 7.031250000000000000e+00
-1.000000000000000000e+00 5.000000000000000000e-01 4.218750000000000000e+00
-1.000000000000000000e+00 -5.000000000000000000e-01 7.460937500000000000e+00
-1.000000000000000000e+00 7.500000000000000000e-01 7.265625000000000000e+00
-1.000000000000000000e+00 -2.500000000000000000e-01 9.082031250000000000e+00
-1.000000000000000000e+00 2.500000000000000000e-01 9.453125000000000000e+00
-1.000000000000000000e+00 -7.500000000000000000e-01 4.238281250000000000e+00
-1.000000000000000000e+00 8.750000000000000000e-01 3.515625000000000000e+00
-1.000000000000000000e+00 -1.250000000000000000e-01 4.960937500000000000e+00
-1.000000000000000000e+00 3.750000000000000000e-01 8.710937500000000000e+00
-1.000000000000000000e+00 -6.250000000000000000e-01 9.765625000000000000e+00
-1.000000000000000000e+00 6.250000000000000000e-01 1.015625000000000000e+00
-1.000000000000000000e+00 -3.750000000000000000e-01 7.812500000000000000e-01
-1.000000000000000000e+00 1.250000000000000000e-01 3.789062500000000000e+00
-1.000000000000000000e+00 -8.750000000000000000e-01 4.921875000000000000e+00
-1.000000000000000000e+00 9.375000000000000000e-01 6.250000000000000000e+00
-1.000000000000000000e+00 -6.250000000000000000e-02 7.812500000000000000e-02
-1.000000000000000000e+00 4.375000000000000000e-01 9.394531250000000000e+00
-1.000000000000000000e+00 -5.625000000000000000e-01 1.367187500000000000e+00
-1.000000000000000000e+00 6.875000000000000000e-01 6.523437500000000000e+00
-1.000000000000000000e+00 -3.125000000000000000e-01 8.769531250000000000e+00
-1.000000000000000000e+00 1.875000000000000000e-01 1.113281250000000000e+00
-1.000000000000000000e+00 -8.125000000000000000e-01 9.609375000000000000e+00
-1.000000000000000000e+00 8.125000000000000000e-01 7.363281250000000000e+00
-1.000000000000000000e+00 -1.875000000000000000e-01 6.250000000000000000e-01
-1.000000000000000000e+00 3.125000000000000000e-01 8.164062500000000000e+00
-1.000000000000000000e+00 -6.875000000000000000e-01 6.445312500000000000e+00
-1.000000000000000000e+00 5.625000000000000000e-01 4.687500000000000000e+00
-1.000000000000000000e+00 -4.375000000000000000e-01 2.519531250000000000e+00
-1.000000000000000000e+00 6.250000000000000000e-02 6.054687500000000000e+00
-1.000000000000000000e+00 -9.375000000000000000e-01 9.218750000000000000e+00
-1.000000000000000000e+00 9.687500000000000000e-01 9.960937500000000000e+00
-1.000000000000000000e+00 -3.125000000000000000e-02 4.257812500000000000e+00
-1.000000000000000000e+00 4.687500000000000000e-01 8.632812500000000000e+00
-1.000000000000000000e+00 -5.312500000000000000e-01 1.484375000000000000e+00
-1.000000000000000000e+00 7.187500000000000000e-01 8.300781250000000000e+00
-1.000000000000000000e+00 -2.812500000000000000e-01 2.734375000000000000e+00
-1.000000000000000000e+00 2.187500000000000000e-01 4.062500000000000000e+00
-1.000000000000000000e+00 -7.812500000000000000e-01 3.476562500000000000e+00
-1.000000000000000000e+00 8.437500000000000000e-01 8.457031250000000000e+00
-1.000000000000000000e+00 -1.562500000000000000e-01 7.890625000000000000e+00
-1.000000000000000000e+00 3.437500000000000000e-01 4.492187500000000000e+00
-1.000000000000000000e+00 -6.562500000000000000e-01 1.953125000000000000e-01
-1.000000000000000000e+00 5.937500000000000000e-01 2.539062500000000000e+00
-1.000000000000000000e+00 -4.062500000000000000e-01 4.082031250000000000e+00
-1.000000000000000000e+00 9.375000000000000000e-02 4.648437500000000000e+00
-1.000000000000000000e+00 -9.062500000000000000e-01 7.382812500000000000e+00
-1.000000000000000000e+00 9.062500000000000000e-01 6.445312500000000000e-01
-1.000000000000000000e+00 -9.375000000000000000e-02 3.750000000000000000e+00
-1.000000000000000000e+00 4.062500000000000000e-01 8.203125000000000000e+00
-1.000000000000000000e+00 -5.937500000000000000e-01 5.078125000000000000e+00
-1.000000000000000000e+00 6.562500000000000000e-01 7.578125000000000000e+00
-1.000000000000000000e+00 -3.437500000000000000e-01 9.140625000000000000e+00
-1.000000000000000000e+00 1.562500000000000000e-01 5.703125000000000000e+00
-1.000000000000000000e+00 -8.437500000000000000e-01 7.656250000000000000e+00
-1.000000000000000000e+00 7.812500000000000000e-01 5.019531250000000000e+00
-1.000000000000000000e+00 -2.187500000000000000e-01 3.398437500000000000e+00
-1.000000000000000000e+00 2.812500000000000000e-01 4.687500000000000000e-01
-1.000000000000000000e+00 -7.187500000000000000e-01 2.832031250000000000e+00
-1.000000000000000000e+00 5.312500000000000000e-01 8.593750000000000000e+00
-1.000000000000000000e+00 -4.687500000000000000e-01 3.457031250000000000e+00
-1.000000000000000000e+00 3.125000000000000000e-02 4.726562500000000000e+00
-1.000000000000000000e+00 -9.687500000000000000e-01 2.812500000000000000e+00
-1.000000000000000000e+00 9.843750000000000000e-01 6.894531250000000000e+00
-1.000000000000000000e+00 -1.562500000000000000e-02 7.929687500000000000e+00
-1.000000000000000000e+00 4.843750000000000000e-01 5.546875000000000000e+00
-1.000000000000000000e+00 -5.156250000000000000e-01 7.539062500000000000e+00
-1.000000000000000000e+00 7.343750000000000000e-01 6.914062500000000000e+00
-1.000000000000000000e+00 -2.656250000000000000e-01 8.007812500000000000e-01
-1.000000000000000000e+00 2.343750000000000000e-01 2.050781250000000000e+00
-1.000000000000000000e+00 -7.656250000000000000e-01 6.835937500000000000e+00
-1.000000000000000000e+00 8.593750000000000000e-01 5.957031250000000000e+00
-1.000000000000000000e+00 -1.406250000000000000e-01 3.867187500000000000e+00
-1.000000000000000000e+00 3.593750000000000000e-01 3.593750000000000000e+00
-1.000000000000000000e+00 -6.406250000000000000e-01 3.515625000000000000e-01
-1.000000000000000000e+00 6.093750000000000000e-01 4.863281250000000000e+00
-1.000000000000000000e+00 -3.906250000000000000e-01 5.351562500000000000e+00
-1.000000000000000000e+00 1.093750000000000000e-01 3.281250000000000000e+00
-1.000000000000000000e+00 -8.906250000000000000e-01 5.468750000000000000e+00
1.000000000000000000e+00 1.000000000000000000e+00 2.109375000000000000e+00
1.000000000000000000e+00 0.000000000000000000e+00 8.906250000000000000e+00
1.000000000000000000e+00 -5.000000000000000000e-01 6.484375000000000000e+00
1.000000000000000000e+00 5.000000000000000000e-01 6.640625000000000000e-01
1.000000000000000000e+00 -7.500000000000000000e-01 3.046875000000000000e+00
1.000000000000000000e+00 2.500000000000000000e-01 9.765625000000000000e-01
1.000000000000000000e+00 -2.500000000000000000e-01 1.738281250000000000e+00
1.000000000000000000e+00 7.500000000000000000e-01 7.832031250000000000e+00
1.000000000000000000e+00 -8.750000000000000000e-01 8.144531250000000000e+00
1.000000000000000000e+00 1.250000000000000000e-01 8.085937500000000000e+00
1.000000000000000000e+00 -3.750000000000000000e-01 9.375000000000000000e-01
1.000000000000000000e+00 6.250000000000000000e-01 3.320312500000000000e+00
1.000000000000000000e+00 -6.250000000000000000e-01 7.109375000000000000e+00
1.000000000000000000e+00 3.750000000000000000e-01 5.332031250000000000e+00
1.000000000000000000e+00 -1.250000000000000000e-01 5.195312500000000000e+00
1.000000000000000000e+00 8.750000000000000000e-01 6.562500000000000000e+00
1.000000000000000000e+00 -9.375000000000000000e-01 5.742187500000000000e+00
1.000000000000000000e+00 6.250000000000000000e-02 9.765625000000000000e-02
1.000000000000000000e+00 -4.375000000000000000e-01 2.226562500000000000e+00
1.000000000000000000e+00 5.625000000000000000e-01 4.023437500000000000e+00
1.000000000000000000e+00 -6.875000000000000000e-01 7.226562500000000000e+00
1.000000000000000000e+00 3.125000000000000000e-01 2.304687500000000000e+00
1.000000000000000000e+00 -1.875000000000000000e-01 2.851562500000000000e+00
1.000000000000000000e+00 8.125000000000000000e-01 8.476562500000000000e+00
1.000000000000000000e+00 -8.125000000000000000e-01 1.054687500000000000e+00
1.000000000000000000e+00 1.875000000000000000e-01 9.804687500000000000e+00
1.000000000000000000e+00 -3.125000000000000000e-01 1.328125000000000000e+00
1.000000000000000000e+00 6.875000000000000000e-01 7.851562500000000000e+00
1.000000000000000000e+00 -5.625000000000000000e-01 1.601562500000000000e+00
